15.944,0,-157.53,0
15.944,-0.026096,-157.53,-8.481e-05
15.944,-0.15653,-157.53,-0.00051052
15.944,-0.80758,-157.53,-0.0026806
15.944,-4.0348,-157.53,-0.014564
106.73,-19.559,75.393,-0.099528
-38.345,-8.4757,56.699,-0.59073
57.481,-0.65235,-130.37,-0.44592
8.7741,-16.73,91.272,-0.71478
-17.347,-3.8786,97.262,-0.78531
-41.135,8.609,-213.11,-0.70477
6.1633,-18.538,29.548,-0.55054
25.808,-13.212,-12.748,-0.62896
11.275,-13.587,-42.371,-0.78113
22.858,-17.596,-162.98,-0.88013
22.211,-36.225,115.77,-1.0655
-6.1992,-18.61,40.938,-1.2489
56.049,-11.797,110.82,-1.2735
-23.12,3.1216,67.245,-1.521
-94.932,11.349,33.153,-1.4002
-69.165,14.606,-239.57,-0.96121
81.049,-16.325,175.52,-0.67657
-19.216,6.9648,-15.646,-1.0293
-42.929,4.5188,-164.5,-0.93002
-37.502,-16.217,-75.79,-0.77109
-33.376,-24.16,-108.32,-0.68225
-21.596,-35.466,65.452,-0.64279
-21.98,-24.217,142.51,-0.65195
-9.5627,-4.3688,-35.328,-0.60745
66.679,-8.3205,-16.328,-0.58881
3.29,-9.5575,128.96,-0.89644
57.201,7.3722,-101.09,-0.9133
34.432,-5.7157,145.74,-1.1491
15.016,12.998,-59.147,-1.2799
-26.221,4.6614,13.086,-1.3132
-20.558,6.0091,-85.784,-1.186
-10.512,-5.0492,-3.834,-1.0989
-56.339,-4.9825,-32.869,-1.0717
95.979,-8.5396,-65.406,-0.85951
44.199,-15.819,-39.767,-1.3002
-30.312,-19.254,-111.08,-1.5428
-43.71,-31.24,101.06,-1.5008
-6.7783,-15.854,-55.557,-1.3967
33.735,-21.247,12.864,-1.4303
-12.059,-17.667,-89.482,-1.6355
-57.58,-27.094,161.48,-1.66
-40.819,-4.5499,-96.892,-1.4721
-1.2553,-16.052,-201.15,-1.3365
51.994,-39.513,158.55,-1.4244
-2.213,-16.261,147.37,-1.7333
41.244,3.6145,202.88,-1.7445
-23.366,28.68,105.99,-1.8618
-1.1836,39.546,42.36,-1.6503
6.2274,41.557,0.53536,-1.51
-73.305,38.188,-83.569,-1.403
-101.57,24.637,-90.426,-0.99306
17.874,11.359,41.01,-0.5101
-6.854,15.526,-73.431,-0.53962
52.182,5.1186,8.2423,-0.47687
-2.8787,5.7587,-103.36,-0.67613
-17.743,-7.5073,-120.81,-0.66733
-23.924,-21.8,6.7597,-0.64255
29.149,-19.02,-66.065,-0.61077
22.433,-25.515,73.939,-0.80658
38.457,-14.046,161.8,-0.96565
87.549,7.3634,49.21,-1.1364
27.272,12.97,-132.55,-1.4671
-76.541,-4.4584,357.67,-1.5669
5.9796,40.483,121.98,-1.1867
67.09,52.256,-105.27,-1.0566
-44.572,34.791,-62.001,-1.1914
-1.0848,24.197,-73.97,-0.90756
-67.009,13.013,62.527,-0.84122
16.788,19.724,-85.56,-0.5072
-21.552,7.4503,-125.43,-0.53213
-69.619,-8.7207,10.599,-0.4448
25.042,-6.6222,120.3,-0.18018
95.235,8.9123,85.924,-0.28031
28.808,18.861,-180.02,-0.63059
-7.8314,-5.0535,-11.826,-0.72817
138.27,-6.0152,91.519,-0.71395
-29.922,5.9692,-100.89,-1.2898
49.768,-6.9533,14.719,-1.167
34.243,-4.3989,59.328,-1.3932
33.866,3.494,39.826,-1.5371
3.5047,8.298,-36.975,-1.6583
-60.628,3.1555,36.365,-1.6538
30.233,7.5507,55.31,-1.3831
10.29,13.911,-11.706,-1.473
-62.904,11.405,118.98,-1.4736
125.9,25.33,-101.62,-1.1498
70.866,10.665,-66.103,-1.6147
2.5541,1.7104,4.822,-1.8895
-50.338,2.3499,-105.47,-1.8932
-26.889,-10.773,116.43,-1.6977
-12.843,4.779,-64.713,-1.5951
0.46229,-3.5141,-48.117,-1.5396
-37.429,-9.0331,144.32,-1.5624
-38.807,9.8159,-121.97,-1.4045
-21.807,-6.0464,-19.341,-1.2368
-39.216,-7.8081,-75.694,-1.169
53.026,-16.426,-69.239,-1.0461
-39.703,-23.492,99.128,-1.3337
29.024,-9.0299,-23.065,-1.222
97.388,-10.987,-16.929,-1.3763
-41.352,-11.984,17.329,-1.8203
23.481,-8.6256,83.428,-1.6821
-26.573,2.6514,32.033,-1.7895
-9.8044,6.5728,130.69,-1.6631
-60.436,22.398,2.3951,-1.5735
79.556,20.906,-184.05,-1.2494
5.2336,-3.6135,150.77,-1.5526
-4.7939,15.577,-122.26,-1.5538
1.3699,-0.79678,140.83,-1.5095
-5.7192,16.911,34.219,-1.4878
-46.156,19.848,29.186,-1.4025
-4.2815,21.889,69.466,-1.1404
48.173,28.738,-7.129,-1.038
96.421,25.486,35.72,-1.1483
4.1199,27.856,-14.461,-1.461
-107.16,23.802,43.739,-1.3921
64.858,27.295,-167.02,-0.86018
-4.656,4.2967,-65.595,-1.0783
61.614,-4.1139,137.34,-1.0587
43.92,13.415,201.21,-1.2994
-5.0294,37.382,68.901,-1.3971
-35.918,42.85,-14.988,-1.2421
62.825,37.406,47.202,-0.95874
-35.347,40.147,278.46,-1.0911
-27.347,71.364,-83.728,-0.75709
45.468,54.876,-39.96,-0.43308
18.224,45.229,11.114,-0.4559
-69.945,42.755,71.064,-0.38521
-7.2225,47.913,99.814,0.057528
-5.4071,56.165,20.61,0.2613
-5.2833,53.85,-35.749,0.46713
17.113,44.715,17.875,0.65316
-61.737,43.014,35.056,0.72798
-18.4,43.569,48.859,1.1295
-61.632,45.76,-96.712,1.355
34.724,29.653,-199.95,1.737
54.054,2.0969,-137.1,1.6444
-8.2045,-15.262,88.321,1.3967
17.182,-3.1171,-141.47,1.4004
31.435,-20.552,15.216,1.2888
21.999,-17.01,1.3654,1.0952
26.713,-15.476,-222.37,0.94937
-8.8134,-41.844,-169.62,0.74178
19.093,-59.373,-92.737,0.6093
-56.644,-65.821,-25.597,0.32086
22.501,-63.362,-78.788,0.34161
55.083,-67.707,81.799,0.029256
-7.8932,-51.696,54.317,-0.39889
0.45771,-40.45,46.731,-0.51927
87.146,-31.104,210.18,-0.64017
-8.8762,-2.2363,-186.68,-1.0581
8.0558,-25.122,-63.116,-1.0672
33.795,-30.684,-90.201,-1.1938
-38.972,-39.112,95.361,-1.4511
12.616,-23.757,19.74,-1.393
51.419,-19.114,-25.489,-1.5168
19.043,-20.468,53.593,-1.797
9.3406,-11.864,-77.14,-1.9299
-72.246,-20.226,1.3693,-2.0223
-50.294,-18.124,4.9348,-1.785
-91.531,-15.78,-93.642,-1.6317
-44.631,-25.904,89.848,-1.3199
14.527,-12.389,-23.258,-1.1973
-2.9999,-14.086,154.61,-1.3019
-43.438,6.4589,-22.129,-1.3015
108.12,3.2735,-34.039,-1.1043
-26.361,-1.1037,28.079,-1.5512
